observationURI,sequenceNumber,obsID,collection,observationID,algorithm_name,type,intent
b'caom:XMM/0725310135R1S004',,b'00000000-0000-0000-bd55-b0def1a7657b',b'XMM',b'0725310135R1S004',b'exposure',b'OBJECT',b'science'
b'caom:XMM/0747410135M1S001',,b'00000000-0000-0000-a798-efff068fc6dd',b'XMM',b'0747410135M1S001',b'exposure',b'OBJECT',b'science'
b'caom:XMM/0747410135M2S002',,b'00000000-0000-0000-8bb6-fd08df5872e6',b'XMM',b'0747410135M2S002',b'exposure',b'OBJECT',b'science'
b'caom:XMM/0747410135R1S004',,b'00000000-0000-0000-9e81-e2068c10d1ab',b'XMM',b'0747410135R1S004',b'exposure',b'OBJECT',b'science'
b'caom:XMM/0747410135R2S005',,b'00000000-0000-0000-9160-69c761b49c82',b'XMM',b'0747410135R2S005',b'exposure',b'OBJECT',b'science'
b'caom:XMM/0747410135PNS003',,b'00000000-0000-0000-a379-9fa08e9042c1',b'XMM',b'0747410135PNS003',b'exposure',b'OBJECT',b'science'
b'caom:XMM/0747410135OMS404',,b'00000000-0000-0000-aaab-8215ba0490c2',b'XMM',b'0747410135OMS404',b'exposure',b'OBJECT',b'science'
b'caom:SDSS/1237652947461013504',,b'00000000-0000-0000-8ab1-f79b616527f2',b'SDSS',b'1237652947461013504',b'exposure',b'OBJECT',b'science'
b'caom:SDSS/1237653436010135552',,b'00000000-0000-0000-8d65-9a4a32596da7',b'SDSS',b'1237653436010135552',b'exposure',b'OBJECT',b'science'
b'caom:SDSS/1237654340101013504',,b'00000000-0000-0000-937b-05741aa60796',b'SDSS',b'1237654340101013504',b'exposure',b'OBJECT',b'science'
b'caom:SDSS/1237654601013592064',,b'00000000-0000-0000-9ec0-994e55d25cc2',b'SDSS',b'1237654601013592064',b'exposure',b'OBJECT',b'science'
b'caom:SDSS/1237654602101358592',,b'00000000-0000-0000-ae6e-c3f2553f1546',b'SDSS',b'1237654602101358592',b'exposure',b'OBJECT',b'science'
b'caom:SDSS/1237655717710135296',,b'00000000-0000-0000-b843-681502859d1c',b'SDSS',b'1237655717710135296',b'exposure',b'OBJECT',b'science'
b'caom:SDSS/1237657740101353472',,b'00000000-0000-0000-af85-3d1640f446e3',b'SDSS',b'1237657740101353472',b'exposure',b'OBJECT',b'science'
b'caom:SDSS/1237661817101352960',,b'00000000-0000-0000-97c7-6be96dd5df04',b'SDSS',b'1237661817101352960',b'exposure',b'OBJECT',b'science'
b'caom:SDSS/1237662239101353984',,b'00000000-0000-0000-9f57-f41fe8d41421',b'SDSS',b'1237662239101353984',b'exposure',b'OBJECT',b'science'
b'caom:SDSS/1237662530610135040',,b'00000000-0000-0000-8cfe-ebd6f7d9b05c',b'SDSS',b'1237662530610135040',b'exposure',b'OBJECT',b'science'
b'caom:SDSS/1237663310135951360',,b'00000000-0000-0000-b211-3451ea0a392d',b'SDSS',b'1237663310135951360',b'exposure',b'OBJECT',b'science'
b'caom:SDSS/1237663310135885824',,b'00000000-0000-0000-b86a-7e48412f6ff2',b'SDSS',b'1237663310135885824',b'exposure',b'OBJECT',b'science'
b'caom:SDSS/1237663310135689216',,b'00000000-0000-0000-b63d-1b6a311b86e0',b'SDSS',b'1237663310135689216',b'exposure',b'OBJECT',b'science'
b'caom:SDSS/1237663310135623680',,b'00000000-0000-0000-b2f5-2513d1a77b8d',b'SDSS',b'1237663310135623680',b'exposure',b'OBJECT',b'science'
b'caom:SDSS/1237663310135427072',,b'00000000-0000-0000-8641-9edeafeae61a',b'SDSS',b'1237663310135427072',b'exposure',b'OBJECT',b'science'
b'caom:SDSS/1237663310135361536',,b'00000000-0000-0000-87ed-7059aa856195',b'SDSS',b'1237663310135361536',b'exposure',b'OBJECT',b'science'
b'caom:SDSS/1237663310135164928',,b'00000000-0000-0000-8fd5-e7298da74c5a',b'SDSS',b'1237663310135164928',b'exposure',b'OBJECT',b'science'
b'caom:SDSS/1237663310135099392',,b'00000000-0000-0000-8ce7-600e8567048d',b'SDSS',b'1237663310135099392',b'exposure',b'OBJECT',b'science'
b'caom:SDSS/1237663310135820288',,b'00000000-0000-0000-92b2-09d98493014d',b'SDSS',b'1237663310135820288',b'exposure',b'OBJECT',b'science'
b'caom:SDSS/1237663310135754752',,b'00000000-0000-0000-94eb-6362d83f1585',b'SDSS',b'1237663310135754752',b'exposure',b'OBJECT',b'science'
b'caom:SDSS/1237663310135558144',,b'00000000-0000-0000-b087-136330ba23c4',b'SDSS',b'1237663310135558144',b'exposure',b'OBJECT',b'science'
b'caom:SDSS/1237663310135492608',,b'00000000-0000-0000-9603-bfaf0271d905',b'SDSS',b'1237663310135492608',b'exposure',b'OBJECT',b'science'
b'caom:SDSS/1237663310135296000',,b'00000000-0000-0000-8462-acb80ddb8bf0',b'SDSS',b'1237663310135296000',b'exposure',b'OBJECT',b'science'
b'caom:SDSS/1237663310135230464',,b'00000000-0000-0000-a061-76075d67d8d3',b'SDSS',b'1237663310135230464',b'exposure',b'OBJECT',b'science'
b'caom:SDSS/1237663310135033856',,b'00000000-0000-0000-a8bd-9650859f5fbb',b'SDSS',b'1237663310135033856',b'exposure',b'OBJECT',b'science'
b'caom:SDSS/1237663503410135040',,b'00000000-0000-0000-827b-fbdc4c5df824',b'SDSS',b'1237663503410135040',b'exposure',b'OBJECT',b'science'
b'caom:SDSS/1237664131013541888',,b'00000000-0000-0000-9d00-b7ab9abc7cf9',b'SDSS',b'1237664131013541888',b'exposure',b'OBJECT',b'science'
b'caom:SDSS/1237666407941013504',,b'00000000-0000-0000-bf92-7830f4f3cdf8',b'SDSS',b'1237666407941013504',b'exposure',b'OBJECT',b'science'
b'caom:SDSS/1237666464261013504',,b'00000000-0000-0000-a00b-061b71da7121',b'SDSS',b'1237666464261013504',b'exposure',b'OBJECT',b'science'
b'caom:SDSS/1237666725710135296',,b'00000000-0000-0000-9cf7-7d1e99bf4ec9',b'SDSS',b'1237666725710135296',b'exposure',b'OBJECT',b'science'
b'caom:SDSS/1237667430101352448',,b'00000000-0000-0000-8c23-7f62fa5182dc',b'SDSS',b'1237667430101352448',b'exposure',b'OBJECT',b'science'
b'caom:SDSS/1237670488101355520',,b'00000000-0000-0000-9a45-dfe4e0109565',b'SDSS',b'1237670488101355520',b'exposure',b'OBJECT',b'science'
b'caom:SDSS/1237671256910135296',,b'00000000-0000-0000-a7c2-f46d85c8d478',b'SDSS',b'1237671256910135296',b'exposure',b'OBJECT',b'science'
b'caom:SDSS/1237672454661013504',,b'00000000-0000-0000-938a-143e47dc6519',b'SDSS',b'1237672454661013504',b'exposure',b'OBJECT',b'science'
b'caom:SDSS/1237676305101357056',,b'00000000-0000-0000-95c0-98eb478be380',b'SDSS',b'1237676305101357056',b'exposure',b'OBJECT',b'science'
b'caom:SDSS/1237678721013579776',,b'00000000-0000-0000-b4fb-f0fe923ab4d0',b'SDSS',b'1237678721013579776',b'exposure',b'OBJECT',b'science'
b'caom:SDSS/1237678721013514240',,b'00000000-0000-0000-a63f-cf5fd2ea3a97',b'SDSS',b'1237678721013514240',b'exposure',b'OBJECT',b'science'
b'caom:SDSS/1237678881013563392',,b'00000000-0000-0000-a750-a122bd939790',b'SDSS',b'1237678881013563392',b'exposure',b'OBJECT',b'science'
b'caom:SDSS/1237680069101355008',,b'00000000-0000-0000-a75e-6c6b707a15b3',b'SDSS',b'1237680069101355008',b'exposure',b'OBJECT',b'science'
b'caom:SDSS/1237680242510135296',,b'00000000-0000-0000-bac8-1600cb5e5ea8',b'SDSS',b'1237680242510135296',b'exposure',b'OBJECT',b'science'
b'caom:SDSS/apogee.apo25m.c.stars.4202.2M17205742+4310135',,b'00000000-0000-0000-a70c-a444e33204d5',b'SDSS',b'apogee.apo25m.c.stars.4202.2M17205742+4310135',b'combined',b'OBJECT',b'science'
b'caom:SDSS/apogee.apo25m.c.stars.4244.2M18322864-0101352',,b'00000000-0000-0000-a771-e26333d57a39',b'SDSS',b'apogee.apo25m.c.stars.4244.2M18322864-0101352',b'combined',b'OBJECT',b'science'
b'caom:SDSS/apogee.apo25m.s.stars.2007.2M21013510-0115439',,b'00000000-0000-0000-93c6-b7205fff798a',b'SDSS',b'apogee.apo25m.s.stars.2007.2M21013510-0115439',b'combined',b'OBJECT',b'science'
b'caom:SDSS/apogee.apo25m.s.stars.2007.2M21013592+0001400',,b'00000000-0000-0000-bbf2-0da9996cb3af',b'SDSS',b'apogee.apo25m.s.stars.2007.2M21013592+0001400',b'combined',b'OBJECT',b'science'
b'caom:SDSS/apogee.apo25m.s.stars.2292.2M07510135+3501568',,b'00000000-0000-0000-920a-aae7217a198f',b'SDSS',b'apogee.apo25m.s.stars.2292.2M07510135+3501568',b'combined',b'OBJECT',b'science'
b'caom:SDSS/apogee.apo25m.s.stars.2165.2M11013503+2037570',,b'00000000-0000-0000-a60a-ff93bc095996',b'SDSS',b'apogee.apo25m.s.stars.2165.2M11013503+2037570',b'combined',b'OBJECT',b'science'
b'caom:SDSS/apogee.apo25m.s.stars.2015.2M21013500+1029510',,b'00000000-0000-0000-827c-3f6209c69854',b'SDSS',b'apogee.apo25m.s.stars.2015.2M21013500+1029510',b'combined',b'OBJECT',b'science'
b'caom:SDSS/apogee.apo25m.c.stars.4246.2M21013507+5133556',,b'00000000-0000-0000-8005-8a0d414f3f06',b'SDSS',b'apogee.apo25m.c.stars.4246.2M21013507+5133556',b'combined',b'OBJECT',b'science'
b'caom:SDSS/apogee.apo25m.s.stars.2170.2M10135105+4704110',,b'00000000-0000-0000-954d-ec953e6f3729',b'SDSS',b'apogee.apo25m.s.stars.2170.2M10135105+4704110',b'combined',b'OBJECT',b'science'
b'caom:SDSS/apogee.apo25m.s.stars.2003.2M17101350+3111062',,b'00000000-0000-0000-acb9-dea975ebc68c',b'SDSS',b'apogee.apo25m.s.stars.2003.2M17101350+3111062',b'combined',b'OBJECT',b'science'
b'caom:SDSS/apogee.apo25m.s.stars.2171.2M10135496+4510246',,b'00000000-0000-0000-bfcb-8609d6e512a4',b'SDSS',b'apogee.apo25m.s.stars.2171.2M10135496+4510246',b'combined',b'OBJECT',b'science'
b'caom:SDSS/apogee.apo25m.s.stars.2171.2M10135662+4534323',,b'00000000-0000-0000-9f77-9d2e4a0ae019',b'SDSS',b'apogee.apo25m.s.stars.2171.2M10135662+4534323',b'combined',b'OBJECT',b'science'
b'caom:SDSS/apogee.apo25m.s.stars.2121.2M11013560+4349123',,b'00000000-0000-0000-b021-d2c2b9d1843a',b'SDSS',b'apogee.apo25m.s.stars.2121.2M11013560+4349123',b'combined',b'OBJECT',b'science'
b'caom:SDSS/apogee.apo25m.s.stars.2115.2M11013560+4349123',,b'00000000-0000-0000-91f9-b76ba5e27f11',b'SDSS',b'apogee.apo25m.s.stars.2115.2M11013560+4349123',b'combined',b'OBJECT',b'science'
b'caom:SDSS/apogee.apo25m.c.stars.4369.2M18244975-1710135',,b'00000000-0000-0000-b7c0-9645b1b5a4e5',b'SDSS',b'apogee.apo25m.c.stars.4369.2M18244975-1710135',b'combined',b'OBJECT',b'science'
b'caom:SDSS/apogee.apo25m.s.stars.4107.2M18150972+0210135',,b'00000000-0000-0000-be56-dbac1f60ae88',b'SDSS',b'apogee.apo25m.s.stars.4107.2M18150972+0210135',b'combined',b'OBJECT',b'science'
b'caom:SDSS/apogee.apo25m.s.stars.4213.2M10135002+0058301',,b'00000000-0000-0000-8ed4-329c2d5c55a7',b'SDSS',b'apogee.apo25m.s.stars.4213.2M10135002+0058301',b'combined',b'OBJECT',b'science'
b'caom:SDSS/apogee.apo25m.s.stars.4213.2M10135119+0047492',,b'00000000-0000-0000-b949-b847a1a90c65',b'SDSS',b'apogee.apo25m.s.stars.4213.2M10135119+0047492',b'combined',b'OBJECT',b'science'
b'caom:SDSS/apogee.apo25m.s.stars.4213.2M10135213+0136335',,b'00000000-0000-0000-b37a-58e479ecc0d6',b'SDSS',b'apogee.apo25m.s.stars.4213.2M10135213+0136335',b'combined',b'OBJECT',b'science'
b'caom:SDSS/apogee.apo25m.s.stars.4213.2M10135554+0256055',,b'00000000-0000-0000-ae2e-fd6ace672fa1',b'SDSS',b'apogee.apo25m.s.stars.4213.2M10135554+0256055',b'combined',b'OBJECT',b'science'
b'caom:SDSS/apogee.apo25m.s.stars.4213.2M10135651+0121010',,b'00000000-0000-0000-a6ff-3b46fed9cdfd',b'SDSS',b'apogee.apo25m.s.stars.4213.2M10135651+0121010',b'combined',b'OBJECT',b'science'
b'caom:SDSS/apogee.apo25m.s.stars.4213.2M10135697+0218535',,b'00000000-0000-0000-a530-1b01a78b013e',b'SDSS',b'apogee.apo25m.s.stars.4213.2M10135697+0218535',b'combined',b'OBJECT',b'science'
b'caom:SDSS/apogee.apo25m.s.stars.4213.2M10135746+0126534',,b'00000000-0000-0000-9016-4cd93d7396df',b'SDSS',b'apogee.apo25m.s.stars.4213.2M10135746+0126534',b'combined',b'OBJECT',b'science'
b'caom:SDSS/apogee.apo25m.s.stars.4217.2M01013568+8522254',,b'00000000-0000-0000-8da5-b7a3290274a8',b'SDSS',b'apogee.apo25m.s.stars.4217.2M01013568+8522254',b'combined',b'OBJECT',b'science'
b'caom:SDSS/apogee.apo25m.s.stars.4228.2M11013557-1211574',,b'00000000-0000-0000-8c1c-b8e9a2967bd5',b'SDSS',b'apogee.apo25m.s.stars.4228.2M11013557-1211574',b'combined',b'OBJECT',b'science'
b'caom:SDSS/apogee.apo25m.s.stars.4256.2M00310135+5539101',,b'00000000-0000-0000-814b-27fd3419a7d0',b'SDSS',b'apogee.apo25m.s.stars.4256.2M00310135+5539101',b'combined',b'OBJECT',b'science'
b'caom:SDSS/apogee.apo25m.s.stars.4268.2M19121690+1101356',,b'00000000-0000-0000-8753-8c757cae51cb',b'SDSS',b'apogee.apo25m.s.stars.4268.2M19121690+1101356',b'combined',b'OBJECT',b'science'
b'caom:SDSS/apogee.apo25m.s.stars.4356.2M18101356-1919007',,b'00000000-0000-0000-95d7-72db8ceebcc0',b'SDSS',b'apogee.apo25m.s.stars.4356.2M18101356-1919007',b'combined',b'OBJECT',b'science'
b'caom:SDSS/apogee.apo25m.s.stars.4453.2M17152735+4810135',,b'00000000-0000-0000-b3a4-80ad9fc8efbf',b'SDSS',b'apogee.apo25m.s.stars.4453.2M17152735+4810135',b'combined',b'OBJECT',b'science'
b'caom:SDSS/apogee.apo25m.s.stars.4466.2M19490669+4101352',,b'00000000-0000-0000-a2e9-31b15a50fe89',b'SDSS',b'apogee.apo25m.s.stars.4466.2M19490669+4101352',b'combined',b'OBJECT',b'science'
b'caom:SDSS/apogee.apo25m.s.stars.4433.2M11453901-0210135',,b'00000000-0000-0000-964b-45da9a4a9c88',b'SDSS',b'apogee.apo25m.s.stars.4433.2M11453901-0210135',b'combined',b'OBJECT',b'science'
b'caom:SDSS/apogee.apo25m.s.stars.4503.2M11013531+4815532',,b'00000000-0000-0000-9933-c478d7cdd716',b'SDSS',b'apogee.apo25m.s.stars.4503.2M11013531+4815532',b'combined',b'OBJECT',b'science'
b'caom:SDSS/apogee.apo25m.s.stars.4462.2M20010135+4434576',,b'00000000-0000-0000-a18c-e3a06cf95780',b'SDSS',b'apogee.apo25m.s.stars.4462.2M20010135+4434576',b'combined',b'OBJECT',b'science'
b'caom:SDSS/apogee.apo25m.s.stars.4545.2M21013559+4059591',,b'00000000-0000-0000-8ae7-3a72c83d5513',b'SDSS',b'apogee.apo25m.s.stars.4545.2M21013559+4059591',b'combined',b'OBJECT',b'science'
b'caom:SDSS/apogee.apo25m.s.stars.4466.2M19572812+4101357',,b'00000000-0000-0000-968e-11e9e527b0b8',b'SDSS',b'apogee.apo25m.s.stars.4466.2M19572812+4101357',b'combined',b'OBJECT',b'science'
b'caom:SDSS/apogee.apo25m.s.stars.4460.2M19113077+5101351',,b'00000000-0000-0000-959b-b0f399dd9932',b'SDSS',b'apogee.apo25m.s.stars.4460.2M19113077+5101351',b'combined',b'OBJECT',b'science'
b'caom:SDSS/apogee.apo25m.s.stars.4444.2M11013579+1151368',,b'00000000-0000-0000-af7c-8244c447bfae',b'SDSS',b'apogee.apo25m.s.stars.4444.2M11013579+1151368',b'combined',b'OBJECT',b'science'
b'caom:SDSS/apogee.apo25m.s.stars.4576.2M07024158+0110135',,b'00000000-0000-0000-bab1-2addcca0a840',b'SDSS',b'apogee.apo25m.s.stars.4576.2M07024158+0110135',b'combined',b'OBJECT',b'science'
b'caom:SDSS/apogee.apo25m.s.stars.4608.2M07172879+3101355',,b'00000000-0000-0000-8ea4-bc58e2a5e862',b'SDSS',b'apogee.apo25m.s.stars.4608.2M07172879+3101355',b'combined',b'OBJECT',b'science'
b'caom:SDSS/apogee.apo25m.s.stars.5050.2M02332669-1013529',,b'00000000-0000-0000-95e1-9d23cd758488',b'SDSS',b'apogee.apo25m.s.stars.5050.2M02332669-1013529',b'combined',b'OBJECT',b'science'
b'caom:SDSS/apogee.apo25m.s.stars.5041.2M21013521+6248510',,b'00000000-0000-0000-b2d7-d30c2758994a',b'SDSS',b'apogee.apo25m.s.stars.5041.2M21013521+6248510',b'combined',b'OBJECT',b'science'
b'caom:SDSS/apogee.apo25m.s.stars.5041.2M21013529+6303206',,b'00000000-0000-0000-991d-d59092b59a30',b'SDSS',b'apogee.apo25m.s.stars.5041.2M21013529+6303206',b'combined',b'OBJECT',b'science'
b'caom:SDSS/apogee.apo25m.s.stars.5097.2M00310135+5539101',,b'00000000-0000-0000-9aae-e63a9b7b9ac0',b'SDSS',b'apogee.apo25m.s.stars.5097.2M00310135+5539101',b'combined',b'OBJECT',b'science'
b'caom:SDSS/apogee.apo25m.s.stars.5173.2M05382366-0101356',,b'00000000-0000-0000-a1e5-908c5ba901c5',b'SDSS',b'apogee.apo25m.s.stars.5173.2M05382366-0101356',b'combined',b'OBJECT',b'science'
b'caom:SDSS/apogee.apo25m.s.stars.5067.2M01013538+8515100',,b'00000000-0000-0000-aae4-0ac302a34904',b'SDSS',b'apogee.apo25m.s.stars.5067.2M01013538+8515100',b'combined',b'OBJECT',b'science'
b'caom:SDSS/apogee.apo25m.s.stars.5140.2M21013578+3524165',,b'00000000-0000-0000-9a44-3dd6610a6c17',b'SDSS',b'apogee.apo25m.s.stars.5140.2M21013578+3524165',b'combined',b'OBJECT',b'science'
b'caom:SDSS/apogee.apo25m.s.stars.5182.2M14562275+2101359',,b'00000000-0000-0000-aebc-29138bdc9967',b'SDSS',b'apogee.apo25m.s.stars.5182.2M14562275+2101359',b'combined',b'OBJECT',b'science'
b'caom:SDSS/apogee.apo25m.s.stars.5141.2M22113639+4210135',,b'00000000-0000-0000-8af0-75e395f31495',b'SDSS',b'apogee.apo25m.s.stars.5141.2M22113639+4210135',b'combined',b'OBJECT',b'science'
b'caom:SDSS/apogee.apo25m.s.stars.5099.2M01013589+6214101',,b'00000000-0000-0000-9baf-7315cfaafa22',b'SDSS',b'apogee.apo25m.s.stars.5099.2M01013589+6214101',b'combined',b'OBJECT',b'science'
b'caom:SUBARU/SUPE00101350',,b'00000000-0000-0000-9d35-4724215caf5d',b'SUBARU',b'SUPE00101350',b'exposure',b'OBJECT',b'science'
b'caom:SUBARU/CIAE00010135',,b'00000000-0000-0000-a355-7a71b2d73be8',b'SUBARU',b'CIAE00010135',b'exposure',b'DOMEFLAT',b'calibration'
b'caom:HSTHLA/hst_10135_07_acs_wfc_f775w_06',,b'00000000-0000-0000-b509-0162071f5550',b'HSTHLA',b'hst_10135_07_acs_wfc_f775w_06',b'exposure',b'object',b'science'
b'caom:HSTHLA/hst_10135_07_acs_wfc_f775w',,b'00000000-0000-0000-f144-0162071f6bf7',b'HSTHLA',b'hst_10135_07_acs_wfc_f775w',b'HLA ASSOCIATIONS',b'object',b'science'
b'caom:JCMT/m95bc19@950816_101359_das_0069',,b'00000000-0000-0000-cebe-01440bb83ae4',b'JCMT',b'm95bc19@950816_101359_das_0069',b'exposure',b'',b'science'
b'caom:SUBARU/FCSE00101351',,b'00000000-0000-0000-9353-135008c9013a',b'SUBARU',b'FCSE00101351',b'exposure',b'OBJECT',b'science'
b'caom:SUBARU/FCSE00101359',,b'00000000-0000-0000-bed0-7a3c1d624fa2',b'SUBARU',b'FCSE00101359',b'exposure',b'OBJECT',b'science'
b'caom:SUBARU/FCSE00010135',,b'00000000-0000-0000-9d1a-a4c50a6471dc',b'SUBARU',b'FCSE00010135',b'exposure',b'COMPARISON',b'calibration'
b'caom:SUBARU/SUPE01013500',,b'00000000-0000-0000-adb8-e9879813739d',b'SUBARU',b'SUPE01013500',b'exposure',b'OBJECT',b'science'
b'caom:SUBARU/SUPE01013510',,b'00000000-0000-0000-9580-ef363e84e49c',b'SUBARU',b'SUPE01013510',b'exposure',b'OBJECT',b'science'
b'caom:SUBARU/SUPE01013520',,b'00000000-0000-0000-ae56-7bae38aa1761',b'SUBARU',b'SUPE01013520',b'exposure',b'OBJECT',b'science'
b'caom:SUBARU/SUPE01013530',,b'00000000-0000-0000-beb8-655c9394d83d',b'SUBARU',b'SUPE01013530',b'exposure',b'OBJECT',b'science'
b'caom:SUBARU/SUPE01013540',,b'00000000-0000-0000-996c-c8479831aaf4',b'SUBARU',b'SUPE01013540',b'exposure',b'OBJECT',b'science'
b'caom:SUBARU/SUPE01013550',,b'00000000-0000-0000-a5b7-58d98653cf66',b'SUBARU',b'SUPE01013550',b'exposure',b'OBJECT',b'science'
b'caom:SUBARU/SUPE01013560',,b'00000000-0000-0000-a88a-3a6ed46907aa',b'SUBARU',b'SUPE01013560',b'exposure',b'OBJECT',b'science'
b'caom:SUBARU/SUPE01013570',,b'00000000-0000-0000-a94d-731063201681',b'SUBARU',b'SUPE01013570',b'exposure',b'OBJECT',b'science'
b'caom:SUBARU/SUPE01013580',,b'00000000-0000-0000-82be-2ba5206b8614',b'SUBARU',b'SUPE01013580',b'exposure',b'OBJECT',b'science'
b'caom:SUBARU/SUPE01013590',,b'00000000-0000-0000-b3a3-f772b9a5b208',b'SUBARU',b'SUPE01013590',b'exposure',b'OBJECT',b'science'
b'caom:JCMT/m96au30@961211_101351_das_0389',,b'00000000-0000-0000-cebe-01440b10e984',b'JCMT',b'm96au30@961211_101351_das_0389',b'exposure',b'',b'science'
b'caom:SUBARU/SUPE01101350',,b'00000000-0000-0000-802b-597d7929128c',b'SUBARU',b'SUPE01101350',b'exposure',b'OBJECT',b'science'
b'caom:TESS/tess2018234235059-s0002-0000000471013567-0121-s',2.0,b'00000000-0000-0000-8204-46bd2e7b96d2',b'TESS',b'tess2018234235059-s0002-0000000471013567-0121-s',b'timeseries',b'',b'science'
b'caom:TESS/tess2018234235059-s0002-0000000471013561-0121-s',2.0,b'00000000-0000-0000-b3dd-5f3d976c5cac',b'TESS',b'tess2018234235059-s0002-0000000471013561-0121-s',b'timeseries',b'',b'science'
b'caom:JCMT/m95au06@950801_101350_das_2348',,b'00000000-0000-0000-3ae1-01440f695eb7',b'JCMT',b'm95au06@950801_101350_das_2348',b'exposure',b'',b'science'
b'caom:TESS/tess2018234235059-s0002-0000000471013582-0121-s',2.0,b'00000000-0000-0000-80dd-69cc4b422c45',b'TESS',b'tess2018234235059-s0002-0000000471013582-0121-s',b'timeseries',b'',b'science'
b'caom:DAO/dao_c122_2003_010135',,b'00000000-0000-0000-cc3a-0167b37a964e',b'DAO',b'dao_c122_2003_010135',b'exposure',b'flat',b'calibration'
b'caom:DAO/dao_c182_2019_010135',,b'7c0ee5ea-b965-482c-ac5e-052e71a84adf',b'DAO',b'dao_c182_2019_010135',b'exposure',b'object',b'science'
b'caom:JCMT/scuba2_00029_20140224T101355',29.0,b'00000000-0000-0000-14c2-f4ae2bd07ee6',b'JCMT',b'scuba2_00029_20140224T101355',b'exposure',b'setup',b'calibration'
b'caom:JCMT/scuba2_00012_20140316T101356',12.0,b'00000000-0000-0000-bad7-f55fd8d305e8',b'JCMT',b'scuba2_00012_20140316T101356',b'exposure',b'scan',b'science'
b'caom:JCMT/DAS_00080_19950816T101359',80.0,b'00000000-0000-0000-cedd-04731ad2fec9',b'JCMT',b'DAS_00080_19950816T101359',b'exposure',b'grid',b'science'
b'caom:JCMT/DAS_00440_19950801T101350',440.0,b'00000000-0000-0000-92b1-04748710cbe4',b'JCMT',b'DAS_00440_19950801T101350',b'exposure',b'grid',b'science'
b'caom:JCMT/scuba2_00038_20130314T101355',38.0,b'00000000-0000-0000-5c65-e76ce239d48e',b'JCMT',b'scuba2_00038_20130314T101355',b'exposure',b'setup',b'calibration'
b'caom:JCMT/ms72@910116_101359_rxc_0069',,b'00000000-0000-0000-cebe-01440d7eb09b',b'JCMT',b'ms72@910116_101359_rxc_0069',b'exposure',b'',b'science'
b'caom:JCMT/acsis_00040_20170618T101352',40.0,b'00000000-0000-0000-28a9-523d160141b6',b'JCMT',b'acsis_00040_20170618T101352',b'exposure',b'jiggle',b'science'
b'caom:NOAO/psg_150822_210135_ori',,b'00000000-0000-0000-84a7-7666f7eb463f',b'NOAO',b'psg_150822_210135_ori',b'exposure',b'object',b'science'
b'caom:JCMT/DAS_00091_19951129T101352',91.0,b'00000000-0000-0000-7708-048937a5415a',b'JCMT',b'DAS_00091_19951129T101352',b'exposure',b'scan',b'science'
b'caom:NOAO/cp610135',,b'00000000-0000-0000-8085-e635cf386d34',b'NOAO',b'cp610135',b'exposure',b'object',b'science'
b'caom:JCMT/mt25@910811_101357_ukt_0205',,b'00000000-0000-0000-cebe-01440d1d70fe',b'JCMT',b'mt25@910811_101357_ukt_0205',b'exposure',b'',b'science'
b'caom:JCMT/m04an17@040609_101356_das_0043',,b'00000000-0000-0000-3ae1-014411b351cf',b'JCMT',b'm04an17@040609_101356_das_0043',b'exposure',b'',b'science'
b'caom:JCMT/scuba2_00034_20170717T101359',34.0,b'00000000-0000-0000-2d61-548548cf739e',b'JCMT',b'scuba2_00034_20170717T101359',b'exposure',b'setup',b'calibration'
b'caom:JCMT/scuba2_00039_20130910T110135',39.0,b'00000000-0000-0000-c675-014137c1dc79',b'JCMT',b'scuba2_00039_20130910T110135',b'exposure',b'scan',b'science'
b'caom:JCMT/uh2@911017_101354_ukt_0122',,b'00000000-0000-0000-cebe-01440d41a874',b'JCMT',b'uh2@911017_101354_ukt_0122',b'exposure',b'',b'science'
b'caom:JCMT/DAS_00059_19940108T101358',59.0,b'00000000-0000-0000-6a06-fe3ed72caa6f',b'JCMT',b'DAS_00059_19940108T101358',b'exposure',b'grid',b'science'
b'caom:JCMT/DAS_00017_19951103T101355',17.0,b'00000000-0000-0000-a98c-02a80a41ad3c',b'JCMT',b'DAS_00017_19951103T101355',b'exposure',b'grid',b'science'
b'caom:JCMT/DAS_00045_19960904T101350',45.0,b'00000000-0000-0000-ba75-03350ebc37b2',b'JCMT',b'DAS_00045_19960904T101350',b'exposure',b'grid',b'science'
b'caom:JCMT/DAS_00052_19950503T101358',52.0,b'00000000-0000-0000-25e1-036e3f4e7806',b'JCMT',b'DAS_00052_19950503T101358',b'exposure',b'grid',b'science'
b'caom:JCMT/DAS_00112_19931020T101355',112.0,b'00000000-0000-0000-a677-03e6c6f857c4',b'JCMT',b'DAS_00112_19931020T101355',b'exposure',b'grid',b'science'
b'caom:JCMT/DAS_00086_19941025T110135',86.0,b'00000000-0000-0000-0444-03ea961f5b8d',b'JCMT',b'DAS_00086_19941025T110135',b'exposure',b'grid',b'science'
b'caom:JCMT/DAS_00389_19961211T101351',389.0,b'00000000-0000-0000-ce36-0519107a1c65',b'JCMT',b'DAS_00389_19961211T101351',b'exposure',b'grid',b'science'
b'caom:JCMT/m95bc04@951103_101355_das_0019',,b'00000000-0000-0000-3ae1-01440f176bf3',b'JCMT',b'm95bc04@951103_101355_das_0019',b'exposure',b'',b'science'
